Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2025-01-16,13:30,USD,Retail Sales m/m,HIGH,,,
2025-01-16,13:30,USD,Unemployment Claims,HIGH,,,
2025-01-16,13:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2025-01-17,02:00,CNY,GDP q/y,MEDIUM,,,
2025-01-17,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2025-01-17,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2025-01-17,07:00,GBP,Retail Sales m/m,HIGH,,,
2025-01-17,13:30,USD,Building Permits,MEDIUM,,,
2025-01-20,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2025-01-20,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2025-01-20,09:15,All,WEF Annual Meetings,MEDIUM,,,
2025-01-20,17:00,USD,President Trump Speaks,HIGH,,,
2025-01-21,07:00,GBP,Claimant Count Change,HIGH,,,
2025-01-21,07:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2025-01-21,09:15,All,WEF Annual Meetings,MEDIUM,,,
2025-01-21,10:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2025-01-21,13:30,CAD,CPI m/m,HIGH,,,
2025-01-21,13:30,CAD,Median CPI y/y,HIGH,,,
2025-01-21,13:30,CAD,Trimmed CPI y/y,HIGH,,,
2025-01-21,13:30,CAD,Common CPI y/y,MEDIUM,,,
2025-01-21,21:45,NZD,CPI q/q,HIGH,,,
2025-01-22,09:15,All,WEF Annual Meetings,MEDIUM,,,
2025-01-22,15:15,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-01-23,09:15,All,WEF Annual Meetings,MEDIUM,,,
2025-01-23,13:30,CAD,Core Retail Sales m/m,HIGH,,,
2025-01-23,13:30,CAD,Retail Sales m/m,HIGH,,,
2025-01-23,13:30,USD,Unemployment Claims,HIGH,,,
2025-01-23,16:00,USD,President Trump Speaks,HIGH,,,
2025-01-23,17:00,USD,Crude Oil Inventories,MEDIUM,,,
2025-01-24,03:23,JPY,BOJ Outlook Report,HIGH,,,
2025-01-24,03:23,JPY,BOJ Policy Rate,HIGH,,,
2025-01-24,03:23,JPY,Monetary Policy Statement,HIGH,,,
2025-01-24,06:30,JPY,BOJ Press Conference,HIGH,,,
2025-01-24,08:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2025-01-24,08:15,EUR,French Flash Services PMI,HIGH,,,
2025-01-24,08:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2025-01-24,08:30,EUR,German Flash Services PMI,HIGH,,,
2025-01-24,09:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2025-01-24,09:00,EUR,Flash Services PMI,MEDIUM,,,
2025-01-24,09:15,All,WEF Annual Meetings,MEDIUM,,,
2025-01-24,09:30,GBP,Flash Manufacturing PMI,HIGH,,,
2025-01-24,09:30,GBP,Flash Services PMI,HIGH,,,
2025-01-24,10:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-01-24,14:45,USD,Flash Manufacturing PMI,HIGH,,,
2025-01-24,14:45,USD,Flash Services PMI,HIGH,,,
2025-01-24,15:00,USD,Existing Home Sales,MEDIUM,,,
2025-01-24,15:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2025-01-27,01:30,CNY,Manufacturing PMI,HIGH,,,
2025-01-27,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2025-01-27,08:10,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-01-27,09:00,EUR,German ifo Business Climate,MEDIUM,,,
2025-01-27,15:00,USD,New Home Sales,MEDIUM,,,
2025-01-27,21:25,CHF,SNB Chairman Schlegel Speaks,HIGH,,,
2025-01-28,13:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2025-01-28,13:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2025-01-28,14:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2025-01-28,14:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2025-01-28,15:00,USD,CB Consumer Confidence,HIGH,,,
2025-01-29,00:30,AUD,CPI q/q,HIGH,,,
2025-01-29,00:30,AUD,CPI y/y,HIGH,,,
2025-01-29,00:30,AUD,Trimmed Mean CPI q/q,HIGH,,,
2025-01-29,14:15,GBP,BOE Gov Bailey Speaks,HIGH,,,
2025-01-29,14:45,CAD,BOC Monetary Policy Report,HIGH,,,
2025-01-29,14:45,CAD,BOC Rate Statement,HIGH,,,
2025-01-29,14:45,CAD,Overnight Rate,HIGH,,,
2025-01-29,15:30,CAD,BOC Press Conference,HIGH,,,
2025-01-29,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2025-01-29,19:00,USD,Federal Funds Rate,HIGH,,,
2025-01-29,19:00,USD,FOMC Statement,HIGH,,,
2025-01-29,19:30,USD,FOMC Press Conference,HIGH,,,
2025-01-30,08:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2025-01-30,13:15,EUR,Main Refinancing Rate,HIGH,,,
2025-01-30,13:15,EUR,Monetary Policy Statement,HIGH,,,
2025-01-30,13:30,USD,Advance GDP q/q,HIGH,,,
2025-01-30,13:30,USD,Unemployment Claims,HIGH,,,
2025-01-30,13:30,USD,Advance GDP Price Index q/q,MEDIUM,,,
2025-01-30,13:45,EUR,ECB Press Conference,HIGH,,,
2025-01-30,15:00,USD,Pending Home Sales m/m,MEDIUM,,,
2025-01-30,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2025-01-31,07:29,EUR,German Prelim CPI m/m,HIGH,,,
2025-01-31,13:30,CAD,GDP m/m,HIGH,,,
2025-01-31,13:30,USD,Core PCE Price Index m/m,HIGH,,,
2025-01-31,13:30,USD,Employment Cost Index q/q,HIGH,,,
2025-01-31,14:45,USD,Chicago PMI,MEDIUM,,,
2025-02-03,00:30,AUD,Retail Sales m/m,MEDIUM,,,
2025-02-03,10:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2025-02-03,10:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2025-02-03,10:15,All,OPEC-JMMC Meetings,MEDIUM,,,
2025-02-03,14:45,USD,Final Manufacturing PMI,MEDIUM,,,
2025-02-03,15:00,USD,ISM Manufacturing PMI,HIGH,,,
2025-02-03,15:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2025-02-04,15:00,USD,JOLTS Job Openings,HIGH,,,
2025-02-04,21:45,NZD,Employment Change q/q,HIGH,,,
2025-02-04,21:45,NZD,Unemployment Rate,HIGH,,,
2025-02-04,22:10,USD,President Trump Speaks,HIGH,,,
2025-02-05,13:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2025-02-05,14:45,USD,Final Services PMI,MEDIUM,,,
2025-02-05,15:00,USD,ISM Services PMI,HIGH,,,
2025-02-05,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2025-02-06,09:30,GBP,Construction PMI,MEDIUM,,,
2025-02-06,12:00,GBP,BOE Monetary Policy Report,HIGH,,,
2025-02-06,12:00,GBP,Monetary Policy Summary,HIGH,,,
2025-02-06,12:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2025-02-06,12:00,GBP,Official Bank Rate,HIGH,,,
2025-02-06,12:30,GBP,BOE Gov Bailey Speaks,HIGH,,,
2025-02-06,13:30,USD,Unemployment Claims,HIGH,,,
2025-02-06,15:00,CAD,Ivey PMI,MEDIUM,,,
2025-02-06,19:30,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-02-06,21:05,GBP,BOE Gov Bailey Speaks,HIGH,,,
2025-02-07,13:30,CAD,Employment Change,HIGH,,,
2025-02-07,13:30,CAD,Unemployment Rate,HIGH,,,
2025-02-07,13:30,USD,Average Hourly Earnings m/m,HIGH,,,
2025-02-07,13:30,USD,Non-Farm Employment Change,HIGH,,,
2025-02-07,13:30,USD,Unemployment Rate,HIGH,,,
2025-02-07,15:00,USD,Prelim UoM Consumer Sentiment,MEDIUM,,,
2025-02-07,15:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2025-02-10,16:15,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-02-10,21:30,USD,President Trump Speaks,HIGH,,,
2025-02-11,12:15,GBP,BOE Gov Bailey Speaks,HIGH,,,
2025-02-11,15:00,USD,Fed Chair Powell Testifies,HIGH,,,
2025-02-11,20:40,USD,President Trump Speaks,HIGH,,,
2025-02-12,13:30,USD,Core CPI m/m,HIGH,,,
2025-02-12,13:30,USD,CPI m/m,HIGH,,,
2025-02-12,13:30,USD,CPI y/y,HIGH,,,
2025-02-12,15:00,USD,Fed Chair Powell Testifies,HIGH,,,
2025-02-12,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2025-02-12,20:48,USD,President Trump Speaks,HIGH,,,
2025-02-12,22:05,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-02-13,02:00,NZD,Inflation Expectations q/q,HIGH,,,
2025-02-13,07:00,GBP,GDP m/m,HIGH,,,
2025-02-13,07:00,GBP,Prelim GDP q/q,MEDIUM,,,
2025-02-13,07:30,CHF,CPI m/m,HIGH,,,
2025-02-13,13:30,USD,Core PPI m/m,HIGH,,,
2025-02-13,13:30,USD,PPI m/m,HIGH,,,
2025-02-13,13:30,USD,Unemployment Claims,HIGH,,,
2025-02-13,18:36,USD,President Trump Speaks,HIGH,,,
2025-02-14,09:03,CNY,New Loans,MEDIUM,,,
2025-02-14,13:30,USD,Core Retail Sales m/m,HIGH,,,
2025-02-14,13:30,USD,Retail Sales m/m,HIGH,,,
2025-02-14,19:08,USD,President Trump Speaks,HIGH,,,
2025-02-17,23:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-02-18,03:30,AUD,Cash Rate,HIGH,,,
2025-02-18,03:30,AUD,RBA Monetary Policy Statement,HIGH,,,
2025-02-18,03:30,AUD,RBA Rate Statement,HIGH,,,
2025-02-18,04:30,AUD,RBA Press Conference,MEDIUM,,,
2025-02-18,07:00,GBP,Claimant Count Change,HIGH,,,
2025-02-18,07:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2025-02-18,09:30,GBP,BOE Gov Bailey Speaks,HIGH,,,
2025-02-18,10:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2025-02-18,13:30,CAD,CPI m/m,HIGH,,,
2025-02-18,13:30,CAD,Median CPI y/y,HIGH,,,
2025-02-18,13:30,CAD,Trimmed CPI y/y,HIGH,,,
2025-02-18,13:30,CAD,Common CPI y/y,MEDIUM,,,
2025-02-18,13:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2025-02-18,21:13,USD,President Trump Speaks,HIGH,,,
2025-02-19,00:30,AUD,Wage Price Index q/q,HIGH,,,
2025-02-19,01:00,NZD,Official Cash Rate,HIGH,,,
2025-02-19,01:00,NZD,RBNZ Monetary Policy Statement,HIGH,,,
2025-02-19,01:00,NZD,RBNZ Rate Statement,HIGH,,,
2025-02-19,02:00,NZD,RBNZ Press Conference,HIGH,,,
2025-02-19,02:00,USD,President Trump Speaks,HIGH,,,
2025-02-19,07:00,GBP,CPI y/y,HIGH,,,
2025-02-19,19:00,USD,FOMC Meeting Minutes,HIGH,,,
2025-02-19,19:10,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2025-02-19,22:00,USD,President Trump Speaks,HIGH,,,
2025-02-20,00:30,AUD,Employment Change,HIGH,,,
2025-02-20,00:30,AUD,Unemployment Rate,HIGH,,,
2025-02-20,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2025-02-20,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2025-02-20,13:30,USD,Unemployment Claims,HIGH,,,
2025-02-20,13:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2025-02-20,17:00,USD,Crude Oil Inventories,MEDIUM,,,
2025-02-20,22:30,AUD,RBA Gov Bullock Speaks,HIGH,,,
2025-02-21,00:20,USD,President Trump Speaks,HIGH,,,
2025-02-21,07:00,GBP,Retail Sales m/m,HIGH,,,
2025-02-21,08:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2025-02-21,08:15,EUR,French Flash Services PMI,HIGH,,,
2025-02-21,08:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2025-02-21,08:30,EUR,German Flash Services PMI,HIGH,,,
2025-02-21,09:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2025-02-21,09:00,EUR,Flash Services PMI,MEDIUM,,,
2025-02-21,09:30,GBP,Flash Manufacturing PMI,HIGH,,,
2025-02-21,09:30,GBP,Flash Services PMI,HIGH,,,
2025-02-21,13:30,CAD,Core Retail Sales m/m,HIGH,,,
2025-02-21,13:30,CAD,Retail Sales m/m,HIGH,,,
2025-02-21,14:45,USD,Flash Manufacturing PMI,HIGH,,,
2025-02-21,14:45,USD,Flash Services PMI,HIGH,,,
2025-02-21,15:00,USD,Existing Home Sales,MEDIUM,,,
2025-02-21,15:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2025-02-21,17:30,CAD,BOC Gov Macklem Speaks,HIGH,,,
2025-02-21,20:56,USD,President Trump Speaks,HIGH,,,
2025-02-23,09:30,EUR,German Federal Elections,HIGH,,,
2025-02-23,21:45,NZD,Retail Sales q/q,MEDIUM,,,
2025-02-24,09:00,EUR,German ifo Business Climate,MEDIUM,,,
2025-02-24,19:49,USD,President Trump Speaks,HIGH,,,
2025-02-25,14:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2025-02-25,15:00,USD,CB Consumer Confidence,MEDIUM,,,
2025-02-25,15:00,USD,Richmond Manufacturing Index,MEDIUM,,,
2025-02-25,20:59,USD,President Trump Speaks,HIGH,,,
2025-02-26,00:30,AUD,CPI y/y,HIGH,,,
2025-02-26,15:00,USD,New Home Sales,MEDIUM,,,
2025-02-26,15:30,USD,Crude Oil Inventories,MEDIUM,,,
2025-02-26,16:15,All,G20 Meetings,MEDIUM,,,
2025-02-27,08:00,CHF,GDP q/q,MEDIUM,,,
2025-02-27,08:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2025-02-27,13:30,USD,Prelim GDP q/q,HIGH,,,
2025-02-27,13:30,USD,Unemployment Claims,HIGH,,,
2025-02-27,13:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2025-02-27,13:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2025-02-27,13:30,USD,Prelim GDP Price Index q/q,MEDIUM,,,
2025-02-27,15:00,USD,Pending Home Sales m/m,MEDIUM,,,
2025-02-27,16:15,All,G20 Meetings,MEDIUM,,,
2025-02-27,20:30,USD,President Trump Speaks,MEDIUM,,,
2025-02-27,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2025-02-28,07:29,EUR,German Prelim CPI m/m,HIGH,,,
2025-02-28,13:30,CAD,GDP m/m,HIGH,,,
2025-02-28,13:30,USD,Core PCE Price Index m/m,HIGH,,,
2025-02-28,14:45,USD,Chicago PMI,MEDIUM,,,
2025-02-28,17:15,USD,President Trump Speaks,HIGH,,,
2025-03-01,01:30,CNY,Manufacturing PMI,HIGH,,,
2025-03-01,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2025-03-03,10:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2025-03-03,10:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2025-03-03,14:45,USD,Final Manufacturing PMI,MEDIUM,,,
2025-03-03,15:00,USD,ISM Manufacturing PMI,HIGH,,,
2025-03-03,15:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2025-03-03,19:39,USD,President Trump Speaks,MEDIUM,,,
2025-03-04,00:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2025-03-04,00:30,AUD,Retail Sales m/m,MEDIUM,,,
2025-03-05,00:30,AUD,GDP q/q,HIGH,,,
2025-03-05,00:30,JPY,BOJ Gov Ueda Speaks,MEDIUM,,,
2025-03-05,02:10,USD,President Trump Speaks,HIGH,,,
2025-03-05,07:30,CHF,CPI m/m,HIGH,,,
2025-03-05,13:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2025-03-05,14:30,GBP,Monetary Policy Report Hearings,MEDIUM,,,
2025-03-05,14:45,USD,Final Services PMI,MEDIUM,,,
2025-03-05,15:00,USD,ISM Services PMI,HIGH,,,
2025-03-05,20:30,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2025-03-06,09:30,GBP,Construction PMI,MEDIUM,,,
2025-03-06,11:15,EUR,Euro Summit,HIGH,,,
2025-03-06,13:15,EUR,Main Refinancing Rate,HIGH,,,
2025-03-06,13:15,EUR,Monetary Policy Statement,HIGH,,,
2025-03-06,13:30,USD,Unemployment Claims,HIGH,,,
2025-03-06,13:45,EUR,ECB Press Conference,HIGH,,,
2025-03-06,15:00,CAD,Ivey PMI,MEDIUM,,,
2025-03-06,19:39,USD,President Trump Speaks,MEDIUM,,,
2025-03-06,20:30,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-03-07,09:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-03-07,13:30,CAD,Employment Change,HIGH,,,
2025-03-07,13:30,CAD,Unemployment Rate,HIGH,,,
2025-03-07,13:30,USD,Average Hourly Earnings m/m,HIGH,,,
2025-03-07,13:30,USD,Non-Farm Employment Change,HIGH,,,
2025-03-07,13:30,USD,Unemployment Rate,HIGH,,,
2025-03-07,16:00,USD,President Trump Speaks,MEDIUM,,,
2025-03-07,17:30,USD,Fed Chair Powell Speaks,HIGH,,,
2025-03-07,20:00,USD,President Trump Speaks,MEDIUM,,,
2025-03-11,14:00,USD,JOLTS Job Openings,HIGH,,,
2025-03-11,21:00,USD,President Trump Speaks,MEDIUM,,,
2025-03-12,08:45,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-03-12,12:30,USD,Core CPI m/m,HIGH,,,
2025-03-12,12:30,USD,CPI m/m,HIGH,,,
2025-03-12,12:30,USD,CPI y/y,HIGH,,,
2025-03-12,13:45,CAD,BOC Rate Statement,HIGH,,,
2025-03-12,13:45,CAD,Overnight Rate,HIGH,,,
2025-03-12,14:30,CAD,BOC Press Conference,HIGH,,,
2025-03-13,12:30,USD,Core PPI m/m,HIGH,,,
2025-03-13,12:30,USD,PPI m/m,HIGH,,,
2025-03-13,12:30,USD,Unemployment Claims,HIGH,,,
2025-03-14,07:00,GBP,GDP m/m,HIGH,,,
2025-03-14,09:03,CNY,New Loans,MEDIUM,,,
2025-03-14,14:00,USD,Prelim UoM Consumer Sentiment,HIGH,,,
2025-03-14,14:00,USD,Prelim UoM Inflation Expectations,HIGH,,,
2025-03-14,19:00,USD,President Trump Speaks,MEDIUM,,,
2025-03-17,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2025-03-17,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2025-03-17,12:30,USD,Core Retail Sales m/m,HIGH,,,
2025-03-17,12:30,USD,Retail Sales m/m,HIGH,,,
2025-03-17,12:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2025-03-18,10:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2025-03-18,12:30,CAD,CPI m/m,HIGH,,,
2025-03-18,12:30,CAD,Median CPI y/y,HIGH,,,
2025-03-18,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2025-03-18,12:30,CAD,Common CPI y/y,MEDIUM,,,
2025-03-19,02:25,JPY,BOJ Policy Rate,HIGH,,,
2025-03-19,02:25,JPY,Monetary Policy Statement,HIGH,,,
2025-03-19,06:30,JPY,BOJ Press Conference,HIGH,,,
2025-03-19,18:00,USD,Federal Funds Rate,HIGH,,,
2025-03-19,18:00,USD,FOMC Economic Projections,HIGH,,,
2025-03-19,18:00,USD,FOMC Statement,HIGH,,,
2025-03-19,18:30,USD,FOMC Press Conference,HIGH,,,
2025-03-19,21:45,NZD,GDP q/q,HIGH,,,
2025-03-20,00:30,AUD,Employment Change,HIGH,,,
2025-03-20,00:30,AUD,Unemployment Rate,HIGH,,,
2025-03-20,01:00,CNY,1-y Loan Prime Rate,MEDIUM,,,
2025-03-20,01:00,CNY,5-y Loan Prime Rate,MEDIUM,,,
2025-03-20,07:00,GBP,Claimant Count Change,HIGH,,,
2025-03-20,07:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2025-03-20,08:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-03-20,08:30,CHF,SNB Monetary Policy Assessment,HIGH,,,
2025-03-20,08:30,CHF,SNB Policy Rate,HIGH,,,
2025-03-20,09:00,CHF,SNB Press Conference,HIGH,,,
2025-03-20,12:00,GBP,Monetary Policy Summary,HIGH,,,
2025-03-20,12:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2025-03-20,12:00,GBP,Official Bank Rate,HIGH,,,
2025-03-20,12:30,USD,Unemployment Claims,HIGH,,,
2025-03-20,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2025-03-20,14:00,USD,Existing Home Sales,MEDIUM,,,
2025-03-20,14:40,USD,President Trump Speaks,MEDIUM,,,
2025-03-20,16:50,CAD,BOC Gov Macklem Speaks,HIGH,,,
2025-03-20,23:30,JPY,National Core CPI y/y,MEDIUM,,,
2025-03-21,12:30,CAD,Core Retail Sales m/m,HIGH,,,
2025-03-21,12:30,CAD,Retail Sales m/m,HIGH,,,
2025-03-24,08:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2025-03-24,08:15,EUR,French Flash Services PMI,HIGH,,,
2025-03-24,08:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2025-03-24,08:30,EUR,German Flash Services PMI,HIGH,,,
2025-03-24,09:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2025-03-24,09:00,EUR,Flash Services PMI,MEDIUM,,,
2025-03-24,09:30,GBP,Flash Manufacturing PMI,HIGH,,,
2025-03-24,09:30,GBP,Flash Services PMI,HIGH,,,
2025-03-24,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2025-03-24,13:45,USD,Flash Services PMI,HIGH,,,
2025-03-24,18:00,GBP,BOE Gov Bailey Speaks,HIGH,,,
2025-03-24,18:30,USD,President Trump Speaks,MEDIUM,,,
2025-03-25,09:00,EUR,German ifo Business Climate,MEDIUM,,,
2025-03-25,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2025-03-25,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2025-03-25,14:00,USD,CB Consumer Confidence,MEDIUM,,,
2025-03-25,14:00,USD,New Home Sales,MEDIUM,,,
2025-03-26,00:30,AUD,CPI y/y,HIGH,,,
2025-03-26,07:00,GBP,CPI y/y,HIGH,,,
2025-03-26,12:30,GBP,Annual Budget Release,HIGH,,,
2025-03-26,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2025-03-26,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2025-03-26,20:00,USD,President Trump Speaks,HIGH,,,
2025-03-27,01:00,USD,President Trump Speaks,MEDIUM,,,
2025-03-27,12:30,USD,Final GDP q/q,HIGH,,,
2025-03-27,12:30,USD,Unemployment Claims,HIGH,,,
2025-03-27,12:30,USD,Final GDP Price Index q/q,MEDIUM,,,
2025-03-27,14:00,USD,Pending Home Sales m/m,MEDIUM,,,
2025-03-27,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2025-03-28,07:00,GBP,Retail Sales m/m,HIGH,,,
2025-03-28,08:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2025-03-28,12:30,CAD,GDP m/m,HIGH,,,
2025-03-28,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2025-03-28,14:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2025-03-31,01:30,CNY,Manufacturing PMI,HIGH,,,
2025-03-31,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2025-03-31,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2025-04-01,00:30,AUD,Retail Sales m/m,MEDIUM,,,
2025-04-01,03:30,AUD,Cash Rate,HIGH,,,
2025-04-01,03:30,AUD,RBA Rate Statement,HIGH,,,
2025-04-01,04:30,AUD,RBA Press Conference,MEDIUM,,,
2025-04-01,09:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2025-04-01,09:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2025-04-01,12:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2025-04-01,13:45,USD,Final Manufacturing PMI,MEDIUM,,,
2025-04-01,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2025-04-01,14:00,USD,JOLTS Job Openings,HIGH,,,
2025-04-01,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2025-04-02,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2025-04-02,20:00,USD,President Trump Speaks,HIGH,,,
2025-04-03,06:30,CHF,CPI m/m,HIGH,,,
2025-04-03,09:15,All,OPEC-JMMC Meetings,MEDIUM,,,
2025-04-03,12:30,USD,Unemployment Claims,HIGH,,,
2025-04-03,13:45,USD,Final Services PMI,MEDIUM,,,
2025-04-03,14:00,USD,ISM Services PMI,HIGH,,,
2025-04-04,08:30,GBP,Construction PMI,MEDIUM,,,
2025-04-04,12:30,CAD,Employment Change,HIGH,,,
2025-04-04,12:30,CAD,Unemployment Rate,HIGH,,,
2025-04-04,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2025-04-04,12:30,USD,Non-Farm Employment Change,HIGH,,,
2025-04-04,12:30,USD,Unemployment Rate,HIGH,,,
2025-04-04,15:25,USD,Fed Chair Powell Speaks,HIGH,,,
2025-04-04,16:45,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-04-08,14:00,CAD,Ivey PMI,MEDIUM,,,
2025-04-08,22:45,USD,President Trump Speaks,MEDIUM,,,
2025-04-09,02:00,NZD,Official Cash Rate,HIGH,,,
2025-04-09,02:00,NZD,RBNZ Rate Statement,HIGH,,,
2025-04-09,06:15,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2025-04-09,17:01,USD,10-y Bond Auction,MEDIUM,,,
2025-04-09,18:00,USD,FOMC Meeting Minutes,HIGH,,,
2025-04-10,01:30,CNY,CPI y/y,MEDIUM,,,
2025-04-10,01:30,CNY,PPI y/y,MEDIUM,,,
2025-04-10,10:00,AUD,RBA Gov Bullock Speaks,HIGH,,,
2025-04-10,12:30,USD,Core CPI m/m,HIGH,,,
2025-04-10,12:30,USD,CPI m/m,HIGH,,,
2025-04-10,12:30,USD,CPI y/y,HIGH,,,
2025-04-10,12:30,USD,Unemployment Claims,HIGH,,,
2025-04-10,17:01,USD,30-y Bond Auction,MEDIUM,,,
2025-04-11,06:00,GBP,GDP m/m,HIGH,,,
2025-04-11,12:30,USD,Core PPI m/m,HIGH,,,
2025-04-11,12:30,USD,PPI m/m,HIGH,,,
2025-04-11,14:00,USD,Prelim UoM Consumer Sentiment,HIGH,,,
2025-04-11,14:00,USD,Prelim UoM Inflation Expectations,HIGH,,,
2025-04-13,09:07,CNY,New Loans,MEDIUM,,,
2025-04-14,17:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2025-04-15,01:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2025-04-15,06:00,GBP,Claimant Count Change,HIGH,,,
2025-04-15,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2025-04-15,09:00,EUR,German ZEW Economic Sentiment,MEDIUM,,,
2025-04-15,12:30,CAD,CPI m/m,HIGH,,,
2025-04-15,12:30,CAD,Median CPI y/y,HIGH,,,
2025-04-15,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2025-04-15,12:30,CAD,Common CPI y/y,MEDIUM,,,
2025-04-15,12:30,USD,Empire State Manufacturing Index,MEDIUM,,,
2025-04-16,02:00,CNY,GDP q/y,MEDIUM,,,
2025-04-16,02:00,CNY,Industrial Production y/y,MEDIUM,,,
